# TBLASTX 2.8.1+
# Query: atexlb1
# Database: ../db/Utricularia_gibba.faa.txt
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 24 hits found
atexlb1	Scf00001	48.780	41	21	0	193	315	225580	225702	8.27e-16	50.6
atexlb1	Scf00001	45.946	37	20	0	313	423	225715	225825	8.27e-16	36.8
atexlb1	Scf00001	55.000	20	9	0	94	153	225478	225537	8.27e-16	31.8
atexlb1	Scf00013	40.426	47	28	0	175	315	65876	65736	7.29e-15	49.6
atexlb1	Scf00013	60.000	20	8	0	94	153	65960	65901	7.29e-15	33.6
atexlb1	Scf00013	40.541	37	22	0	313	423	65723	65613	7.29e-15	32.7
atexlb1	Scf00883	39.286	56	34	0	136	303	10783	10950	3.12e-13	55.6
atexlb1	Scf00883	57.895	19	8	0	388	444	11032	11088	3.12e-13	28.1
atexlb1	Scf00883	50.000	16	8	0	70	117	10654	10701	3.12e-13	26.7
atexlb1	Scf00014	39.286	56	34	0	136	303	132848	133015	1.70e-12	54.7
atexlb1	Scf00014	57.895	19	8	0	388	444	133097	133153	1.70e-12	29.0
atexlb1	Scf00014	32.000	25	17	0	76	150	132717	132791	1.70e-12	24.0
atexlb1	Scf00110	40.909	44	26	0	184	315	3050	3181	1.08e-11	44.6
atexlb1	Scf00110	45.946	37	20	0	313	423	3194	3304	1.08e-11	33.6
atexlb1	Scf00110	45.000	20	11	0	94	153	2957	3016	1.08e-11	26.7
atexlb1	Scf00120	50.000	32	16	0	328	423	92708	92613	1.44e-08	38.2
atexlb1	Scf00120	66.667	15	5	0	205	249	92906	92862	1.44e-08	29.9
atexlb1	Scf00120	50.000	24	12	0	244	315	92798	92727	1.44e-08	25.8
atexlb1	Scf00215	35.088	57	37	0	124	294	83430	83260	5.02e-07	47.8
atexlb1	Scf00215	46.667	15	8	0	388	432	83142	83098	5.02e-07	24.4
atexlb1	Scf00016	35.088	57	37	0	124	294	168490	168660	2.20e-06	45.5
atexlb1	Scf00016	46.667	15	8	0	388	432	168778	168822	2.20e-06	24.4
atexlb1	Scf00041	38.636	44	27	0	136	267	176030	176161	7.60e-06	50.1
atexlb1	Scf00041	58.824	17	7	0	11	61	20521	20571	7.60e-06	28.6
# BLAST processed 1 queries
