# TBLASTX 2.8.1+
# Query: At-EXP1 CDS
# Database: ../db/Utricularia_gibba.faa.txt
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 239 hits found
At-EXP1	Scf00173	81.553	103	19	0	445	753	38673	38365	6.75e-113	212
At-EXP1	Scf00173	86.000	100	14	0	148	447	39091	38792	6.75e-113	201
At-EXP1	Scf00173	91.667	12	1	0	70	105	39239	39204	6.75e-113	32.7
At-EXP1	Scf00173	71.717	99	28	0	740	444	38378	38674	3.84e-75	154
At-EXP1	Scf00173	69.697	99	30	0	446	150	38793	39089	3.84e-75	147
At-EXP1	Scf00173	41.379	87	51	0	732	472	38386	38646	6.02e-13	73.9
At-EXP1	Scf00173	39.062	64	39	0	561	752	38557	38366	1.11e-06	42.8
At-EXP1	Scf00173	35.897	39	25	0	141	257	39098	38982	1.11e-06	37.7
At-EXP1	Scf00016	76.884	199	46	0	148	744	168514	169110	1.04e-110	394
At-EXP1	Scf00016	72.727	11	3	0	73	105	168354	168386	1.04e-110	25.4
At-EXP1	Scf00016	66.346	104	35	0	439	750	210645	210334	1.44e-90	174
At-EXP1	Scf00016	82.927	41	7	0	148	270	211025	210903	1.44e-90	93.6
At-EXP1	Scf00016	72.727	55	15	0	283	447	210878	210714	1.44e-90	90.9
At-EXP1	Scf00016	71.429	14	4	0	64	105	211178	211137	1.44e-90	31.8
At-EXP1	Scf00016	65.306	196	68	0	737	150	169103	168516	1.97e-71	268
At-EXP1	Scf00016	54.082	98	45	0	737	444	210347	210640	8.92e-54	107
At-EXP1	Scf00016	80.000	40	8	0	266	147	210907	211026	8.92e-54	77.1
At-EXP1	Scf00016	60.000	55	22	0	446	282	210715	210879	8.92e-54	63.8
At-EXP1	Scf00016	34.177	79	52	0	117	353	168483	168719	1.23e-21	54.2
At-EXP1	Scf00016	43.860	57	32	0	567	737	168933	169103	1.23e-21	47.3
At-EXP1	Scf00016	45.714	35	19	0	405	509	168771	168875	1.23e-21	37.7
At-EXP1	Scf00016	41.045	134	79	0	744	343	169110	168709	2.94e-16	84.9
At-EXP1	Scf00016	46.512	43	23	0	141	269	211032	210904	3.58e-09	61.1
At-EXP1	Scf00016	50.000	18	9	0	601	654	35076	35023	3.58e-09	29.5
At-EXP1	Scf00004	74.766	107	27	0	424	744	14034	13714	5.67e-108	208
At-EXP1	Scf00004	76.000	100	24	0	148	447	14405	14106	5.67e-108	193
At-EXP1	Scf00004	81.818	11	2	0	73	105	14567	14535	5.67e-108	28.1
At-EXP1	Scf00004	68.687	99	31	0	737	441	13721	14017	4.52e-74	152
At-EXP1	Scf00004	63.636	99	36	0	446	150	14107	14403	4.52e-74	135
At-EXP1	Scf00004	39.130	23	14	0	141	73	14499	14567	4.52e-74	28.1
At-EXP1	Scf00004	46.552	58	31	0	564	737	13894	13721	6.93e-20	51.9
At-EXP1	Scf00004	34.783	69	45	0	147	353	14406	14200	6.93e-20	51.5
At-EXP1	Scf00004	43.478	23	13	0	438	506	14020	13952	6.93e-20	23.5
At-EXP1	Scf00004	53.333	15	7	0	402	446	14151	14107	6.93e-20	23.1
At-EXP1	Scf00004	41.758	91	53	0	744	472	13714	13986	1.70e-13	75.8
At-EXP1	Scf00394	81.818	99	18	0	442	738	20015	19719	1.49e-107	205
At-EXP1	Scf00394	84.158	101	16	0	148	450	20385	20083	1.49e-107	196
At-EXP1	Scf00394	66.667	12	4	0	70	105	20533	20498	1.49e-107	26.7
At-EXP1	Scf00394	69.231	104	32	0	458	147	20075	20386	5.62e-79	163
At-EXP1	Scf00394	62.626	99	37	0	737	441	19720	20016	5.62e-79	135
At-EXP1	Scf00394	57.895	19	8	0	135	79	20468	20524	5.62e-79	34.5
At-EXP1	Scf00394	39.286	84	51	0	726	475	19731	19982	1.37e-23	66.6
At-EXP1	Scf00394	36.275	102	65	0	445	140	20088	20393	1.37e-23	62.0
At-EXP1	Scf00394	37.500	72	45	0	141	356	20392	20177	6.57e-14	58.3
At-EXP1	Scf00394	62.500	16	6	0	399	446	20134	20087	6.57e-14	27.6
At-EXP1	Scf00394	61.111	18	7	0	80	133	20523	20470	6.57e-14	26.7
At-EXP1	Scf00041	78.000	100	22	0	445	744	8838	9137	3.43e-106	205
At-EXP1	Scf00041	76.000	100	24	0	148	447	8474	8773	3.43e-106	193
At-EXP1	Scf00041	55.000	20	9	0	74	133	8299	8358	3.43e-106	25.8
At-EXP1	Scf00041	67.647	102	33	0	445	750	176427	176732	2.66e-87	174
At-EXP1	Scf00041	80.488	41	8	0	148	270	176042	176164	2.66e-87	91.3
At-EXP1	Scf00041	70.909	55	16	0	283	447	176189	176353	2.66e-87	86.8
At-EXP1	Scf00041	52.632	19	9	0	49	105	175884	175940	2.66e-87	27.2
